TDI Format 1.5	Offset	Absorption::R	Absorption::Theta	Absorption::X	Absorption::Y	iterator	multi[0]:iterator	multi[0]:y	multi[1]:iterator	multi[1]:y	multi[1]:Gate Readback std	multi[1]:Gate Readback
 	0E+0	6.111340062E-6	-2.8332E+1	5.394842903E-6	-2.95030405E-6	2.098E+3	1E+0	5E+9	4.79E+2	-1.216256749E-1	1.038886878E-2	3.323423824E+0
 	0E+0	1.045246658E-5	-2.7426E+1	9.27234779E-6	-4.846905858E-6	2.099E+3	1E+0	5E+9	4.8E+2	-1.213257349E-1	9.508133001E-3	3.322773943E+0
 	0E+0	5.31052749E-6	-1.3296E+1	5.184082656E-6	-1.264410162E-6	2.1E+3	1E+0	5E+9	4.81E+2	-1.210257948E-1	9.755292016E-3	3.322840423E+0
 	0E+0	2.655256674E-6	1.1208E+1	2.61311311E-6	5.057651963E-7	2.101E+3	1E+0	5E+9	4.82E+2	-1.207258548E-1	1.020337154E-2	3.322165572E+0
 	0E+0	4.214709969E-6	-9.306E+0	4.130408699E-6	-7.165014019E-7	2.102E+3	1E+0	5E+9	4.83E+2	-1.204259148E-1	1.046624509E-2	3.322415276E+0
 	0E+0	7.249301147E-6	-2.1144E+1	6.743535951E-6	-2.655256674E-6	2.103E+3	1E+0	5E+9	4.84E+2	-1.201259748E-1	9.253303051E-3	3.321853927E+0
 	0E+0	3.41391154E-6	-1.719E+1	3.245323141E-6	-1.053676785E-6	2.104E+3	1E+0	5E+9	4.85E+2	-1.198260348E-1	9.455369125E-3	3.321780961E+0
 	0E+0	2.866002779E-6	-1.8138E+1	2.69741438E-6	-9.272361932E-7	2.105E+3	1E+0	5E+9	4.86E+2	-1.195260948E-1	1.035739897E-2	3.322313449E+0
 	0E+0	7.333588275E-6	-2.6484E+1	6.574947552E-6	-3.287480847E-6	2.106E+3	1E+0	5E+9	4.87E+2	-1.192261548E-1	1.02693798E-2	3.322595258E+0
 	0E+0	6.996411478E-6	-2.6046E+1	6.279928461E-6	-3.118892448E-6	2.107E+3	1E+0	5E+9	4.88E+2	-1.189262148E-1	1.006660454E-2	3.322714274E+0
 	0E+0	9.988844949E-6	1.4811E+2	-8.513707067E-6	5.268369784E-6	2.108E+3	1E+0	5E+9	4.89E+2	-1.186262747E-1	1.000095288E-2	3.322727569E+0
 	0E+0	2.406595503E-5	1.4844E+2	-2.056775637E-5	1.260198634E-5	2.109E+3	1E+0	5E+9	4.9E+2	-1.183263347E-1	9.836147694E-3	3.3226906E+0
 	0E+0	1.580510935E-5	1.4709E+2	-1.33184835E-5	8.597994195E-6	2.11E+3	1E+0	5E+9	4.91E+2	-1.180263947E-1	1.022726709E-2	3.323197144E+0
 	0E+0	8.471563503E-6	1.4631E+2	-7.080712748E-6	4.678317459E-6	2.111E+3	1E+0	5E+9	4.92E+2	-1.177264547E-1	9.701520652E-3	3.322655252E+0
 	0E+0	1.163261366E-5	1.45734E+2	-9.651668152E-6	6.532803988E-6	2.112E+3	1E+0	5E+9	4.93E+2	-1.174265147E-1	1.03964063E-2	3.323231843E+0
 	0E+0	1.386639226E-5	1.4712E+2	-1.167475722E-5	7.502176674E-6	2.113E+3	1E+0	5E+9	4.94E+2	-1.171265747E-1	1.040890304E-2	3.322989597E+0
 	0E+0	1.146402526E-5	1.4706E+2	-9.651668152E-6	6.237770755E-6	2.114E+3	1E+0	5E+9	4.95E+2	-1.168266347E-1	9.749845354E-3	3.322723354E+0
 	0E+0	8.134386705E-6	1.47138E+2	-6.869980785E-6	4.425441932E-6	2.115E+3	1E+0	5E+9	4.96E+2	-1.165266947E-1	1.050042767E-2	3.323853511E+0
 	0E+0	1.685883988E-6	-8.688E+0	1.685883988E-6	-2.950289907E-7	2.116E+3	1E+0	5E+9	4.97E+2	-1.162267546E-1	1.019999777E-2	3.323752332E+0
 	0E+0	6.069182356E-6	-2.2092E+1	5.605574866E-6	-2.318094019E-6	2.117E+3	1E+0	5E+9	4.98E+2	-1.159268146E-1	9.097926148E-3	3.322502511E+0
 	0E+0	4.804762294E-6	1.4034E+2	-3.751088337E-6	3.076734742E-6	2.118E+3	1E+0	5E+9	4.99E+2	-1.156268746E-1	9.567520076E-3	3.322109469E+0
 	0E+0	1.34870719E-5	1.46808E+2	-1.133758042E-5	7.375745982E-6	2.119E+3	1E+0	5E+9	5E+2	-1.153269346E-1	1.021344118E-2	3.323427391E+0
 	0E+0	2.124205339E-5	1.45392E+2	-1.749099334E-5	1.205407758E-5	2.12E+3	1E+0	5E+9	5.01E+2	-1.150269946E-1	1.003201415E-2	3.323488034E+0
 	0E+0	4.467599638E-5	1.4544E+2	-3.683644492E-5	2.533040338E-5	2.121E+3	1E+0	5E+9	5.02E+2	-1.147270546E-1	9.998121707E-3	3.322006669E+0
 	0E+0	8.640166044E-5	1.4712E+2	-7.261930074E-5	4.690974671E-5	2.122E+3	1E+0	5E+9	5.03E+2	-1.144271146E-1	9.507968591E-3	3.322316367E+0
 	0E+0	1.209199265E-4	1.48842E+2	-1.035133617E-4	6.25462818E-5	2.123E+3	1E+0	5E+9	5.04E+2	-1.141271746E-1	9.869044592E-3	3.32221681E+0
 	0E+0	1.54637182E-4	1.49088E+2	-1.327211144E-4	7.944712382E-5	2.124E+3	1E+0	5E+9	5.05E+2	-1.138272346E-1	9.972431271E-3	3.323484143E+0
 	0E+0	2.339165801E-4	1.48662E+2	-1.998198911E-4	1.216365085E-4	2.125E+3	1E+0	5E+9	5.06E+2	-1.135272945E-1	9.570066555E-3	3.322785618E+0
 	0E+0	2.467293549E-4	1.48986E+2	-2.11494224E-4	1.271155961E-4	2.126E+3	1E+0	5E+9	5.07E+2	-1.132273545E-1	9.971496463E-3	3.323607698E+0
 	0E+0	1.960679825E-4	1.49382E+2	-1.687566902E-4	9.984658877E-5	2.127E+3	1E+0	5E+9	5.08E+2	-1.129274145E-1	9.761932095E-3	3.323253895E+0
 	0E+0	1.395067939E-4	1.4952E+2	-1.20287773E-4	7.07648425E-5	2.128E+3	1E+0	5E+9	5.09E+2	-1.126274745E-1	9.951827264E-3	3.323158878E+0
 	0E+0	6.309414814E-5	1.49058E+2	-5.415900543E-5	3.245323141E-5	2.129E+3	1E+0	5E+9	5.1E+2	-1.123275345E-1	9.782120543E-3	3.32290593E+0
 	0E+0	1.601596859E-6	1.02618E+2	-3.793246043E-7	1.559439153E-6	2.13E+3	1E+0	5E+9	5.11E+2	-1.120275945E-1	9.979041882E-3	3.32313034E+0
 	0E+0	4.551886767E-5	-2.76E+1	4.029250003E-5	-2.11156227E-5	2.131E+3	1E+0	5E+9	5.12E+2	-1.117276545E-1	9.853889459E-3	3.323024621E+0
 	0E+0	1.199506245E-4	-2.868E+1	1.052413892E-4	-5.761506053E-5	2.132E+3	1E+0	5E+9	5.13E+2	-1.114277145E-1	9.830723564E-3	3.323025918E+0
 	0E+0	1.932452122E-4	-2.8866E+1	1.692205522E-4	-9.331377064E-5	2.133E+3	1E+0	5E+9	5.14E+2	-1.111277744E-1	9.978737381E-3	3.323186443E+0
 	0E+0	2.137696937E-4	-2.8878E+1	1.871754076E-4	-1.032605003E-4	2.134E+3	1E+0	5E+9	5.15E+2	-1.108278344E-1	9.830820383E-3	3.323098235E+0
 	0E+0	1.877227083E-4	-2.8806E+1	1.64457481E-4	-9.049001042E-5	2.135E+3	1E+0	5E+9	5.16E+2	-1.105278944E-1	9.915705233E-3	3.323102451E+0
 	0E+0	1.462084691E-4	-2.8968E+1	1.279163238E-4	-7.084912963E-5	2.136E+3	1E+0	5E+9	5.17E+2	-1.102279544E-1	9.875564112E-3	3.323188064E+0
 	0E+0	1.072222782E-4	-2.9028E+1	9.377734985E-5	-5.20516858E-5	2.137E+3	1E+0	5E+9	5.18E+2	-1.099280144E-1	9.892796913E-3	3.323188713E+0
 	0E+0	7.792981409E-5	-2.9016E+1	6.81518001E-5	-3.780588832E-5	2.138E+3	1E+0	5E+9	5.19E+2	-1.096280744E-1	9.854683996E-3	3.322994786E+0
 	0E+0	5.719362489E-5	-2.907E+1	4.998650973E-5	-2.781701509E-5	2.139E+3	1E+0	5E+9	5.2E+2	-1.093281344E-1	9.836827098E-3	3.323028837E+0
 	0E+0	4.294782741E-5	-2.8884E+1	3.763731406E-5	-2.077847419E-5	2.14E+3	1E+0	5E+9	5.21E+2	-1.090281944E-1	9.782631181E-3	3.323091749E+0
 	0E+0	3.283252349E-5	-2.877E+1	2.878645848E-5	-1.584725292E-5	2.141E+3	1E+0	5E+9	5.22E+2	-1.087282543E-1	9.900818008E-3	3.322925388E+0
 	0E+0	2.541469051E-5	-2.9082E+1	2.221149679E-5	-1.239125438E-5	2.142E+3	1E+0	5E+9	5.23E+2	-1.084283143E-1	9.811399932E-3	3.323083318E+0
 	0E+0	2.039918211E-5	-2.8398E+1	1.795457255E-5	-9.735969422E-6	2.143E+3	1E+0	5E+9	5.24E+2	-1.081283743E-1	9.886402593E-3	3.323108288E+0
 	0E+0	1.660597849E-5	-2.8998E+1	1.454080243E-5	-8.092243141E-6	2.144E+3	1E+0	5E+9	5.25E+2	-1.078284343E-1	9.882758832E-3	3.323003866E+0
 	0E+0	1.327633994E-5	-2.9064E+1	1.159047009E-5	-6.490660424E-6	2.145E+3	1E+0	5E+9	5.26E+2	-1.075284943E-1	9.736457073E-3	3.323108612E+0
 	0E+0	1.104256133E-5	-3E+1	9.567381024E-6	-5.563431302E-6	2.146E+3	1E+0	5E+9	5.27E+2	-1.072285543E-1	9.823164441E-3	3.323046673E+0
 	0E+0	9.440936189E-6	-3.231E+1	8.007941871E-6	-5.099795527E-6	2.147E+3	1E+0	5E+9	5.28E+2	-1.069286143E-1	9.886484875E-3	3.3231832E+0
 	0E+0	8.218673833E-6	-3.2286E+1	6.954267914E-6	-4.425441932E-6	2.148E+3	1E+0	5E+9	5.29E+2	-1.066286743E-1	9.655979313E-3	3.323126773E+0
 	0E+0	7.164999877E-6	-3.2028E+1	6.069182356E-6	-3.835389608E-6	2.149E+3	1E+0	5E+9	5.3E+2	-1.063287343E-1	9.778102549E-3	3.323085588E+0
 	0E+0	6.406359153E-6	-3.024E+1	5.521273595E-6	-3.245323141E-6	2.15E+3	1E+0	5E+9	5.31E+2	-1.060287942E-1	9.816408301E-3	3.322936738E+0
 	0E+0	5.816306829E-6	-2.667E+1	5.184082656E-6	-2.655256674E-6	2.151E+3	1E+0	5E+9	5.32E+2	-1.057288542E-1	9.653633859E-3	3.322842369E+0
 	0E+0	5.184082656E-6	-2.6448E+1	4.636173895E-6	-2.318094019E-6	2.152E+3	1E+0	5E+9	5.33E+2	-1.054289142E-1	9.745259857E-3	3.322839774E+0
 	0E+0	4.383298368E-6	-3.0696E+1	3.751088337E-6	-2.275936312E-6	2.153E+3	1E+0	5E+9	5.34E+2	-1.051289742E-1	9.85972002E-3	3.323015865E+0
 	0E+0	4.130408699E-6	-3.531E+1	3.371767975E-6	-2.444524711E-6	2.154E+3	1E+0	5E+9	5.35E+2	-1.048290342E-1	9.830262668E-3	3.32311672E+0
 	0E+0	3.582499938E-6	-3.4104E+1	2.992447614E-6	-2.065204349E-6	2.155E+3	1E+0	5E+9	5.36E+2	-1.045290942E-1	9.789146925E-3	3.323107964E+0
 	0E+0	3.076734742E-6	-4.347E+1	2.233792748E-6	-2.14950562E-6	2.156E+3	1E+0	5E+9	5.37E+2	-1.042291542E-1	9.897141774E-3	3.323163418E+0
 	0E+0	2.739572087E-6	-3.912E+1	2.107347914E-6	-1.770171116E-6	2.157E+3	1E+0	5E+9	5.38E+2	-1.039292142E-1	9.846621044E-3	3.323088182E+0
 	0E+0	2.739572087E-6	-3.0714E+1	2.360237583E-6	-1.433008461E-6	2.158E+3	1E+0	5E+9	5.39E+2	-1.036292741E-1	9.802496176E-3	3.323306106E+0
 	0E+0	2.402381147E-6	-2.9814E+1	2.065204349E-6	-1.22226377E-6	2.159E+3	1E+0	5E+9	5.4E+2	-1.033293341E-1	9.858916263E-3	3.323538299E+0
 	0E+0	1.896615951E-6	-3.3114E+1	1.601596859E-6	-1.095823178E-6	2.16E+3	1E+0	5E+9	5.41E+2	-1.030293941E-1	9.901377341E-3	3.322952952E+0
 	0E+0	1.643740424E-6	-3.9804E+1	1.264410162E-6	-1.095823178E-6	2.161E+3	1E+0	5E+9	5.42E+2	-1.027294541E-1	9.885165935E-3	3.32326557E+0
 	0E+0	1.348710019E-6	-4.5E+1	9.693825858E-7	-1.011528978E-6	2.162E+3	1E+0	5E+9	5.43E+2	-1.024295141E-1	9.914254753E-3	3.323404367E+0
 	0E+0	1.095823178E-6	-5.3616E+1	6.322057883E-7	-9.272361932E-7	2.163E+3	1E+0	5E+9	5.44E+2	-1.021295741E-1	9.829164754E-3	3.32317866E+0
 	0E+0	1.13796957E-6	-4.0854E+1	8.429419939E-7	-7.586477945E-7	2.164E+3	1E+0	5E+9	5.45E+2	-1.018296341E-1	9.790414915E-3	3.323590186E+0
 	0E+0	1.053676785E-6	-1.2528E+1	1.053676785E-6	-2.528825982E-7	2.165E+3	1E+0	5E+9	5.46E+2	-1.015296941E-1	9.868801779E-3	3.323323618E+0
 	0E+0	6.743550093E-7	-2.571E+1	6.322057883E-7	-3.371767975E-7	2.166E+3	1E+0	5E+9	5.47E+2	-1.01229754E-1	9.889327675E-3	3.323462091E+0
 	0E+0	1.053676785E-6	-4.5882E+1	7.165014019E-7	-8.007956013E-7	2.167E+3	1E+0	5E+9	5.48E+2	-1.00929814E-1	9.805972146E-3	3.323601212E+0
 	0E+0	5.900579815E-7	-6.0522E+1	2.950289907E-7	-5.479115889E-7	2.168E+3	1E+0	5E+9	5.49E+2	-1.00629874E-1	9.843564304E-3	3.323118017E+0
 	0E+0	2.528825982E-7	-1.2369E+2	-1.685883988E-7	-2.528825982E-7	2.169E+3	1E+0	5E+9	5.5E+2	-1.00329934E-1	9.69550251E-3	3.323441985E+0
 	0E+0	2.950289907E-7	-1.2096E+1	2.950289907E-7	-8.429434081E-8	2.17E+3	1E+0	5E+9	5.51E+2	-1.00029994E-1	9.759263376E-3	3.323596672E+0
 	0E+0	5.900579815E-7	1.3494E+1	5.479115889E-7	1.264411577E-7	2.171E+3	1E+0	5E+9	5.52E+2	-9.973005399E-2	9.798926626E-3	3.323585646E+0
 	0E+0	5.479115889E-7	2.556E+1	5.057651963E-7	2.528825982E-7	2.172E+3	1E+0	5E+9	5.53E+2	-9.943011398E-2	9.906998749E-3	3.32333886E+0
 	0E+0	2.950289907E-7	3.9288E+1	2.528825982E-7	2.107362056E-7	2.173E+3	1E+0	5E+9	5.54E+2	-9.913017397E-2	9.838007465E-3	3.323493223E+0
 	0E+0	6.743550093E-7	3.4212E+1	5.479115889E-7	3.793246043E-7	2.174E+3	1E+0	5E+9	5.55E+2	-9.883023395E-2	9.814140212E-3	3.323508464E+0
 	0E+0	5.479115889E-7	3.6384E+1	4.214709969E-7	2.950289907E-7	2.175E+3	1E+0	5E+9	5.56E+2	-9.853029394E-2	9.822198618E-3	3.323520139E+0
 	0E+0	2.950289907E-7	-4.086E+0	2.950289907E-7	-4.214709969E-8	2.176E+3	1E+0	5E+9	5.57E+2	-9.823035393E-2	9.759019528E-3	3.323459821E+0
 	0E+0	1.264411577E-7	1.8E+2	-1.685883988E-7	0E+0	2.177E+3	1E+0	5E+9	5.58E+2	-9.793041392E-2	9.876205485E-3	3.323361236E+0
 	0E+0	5.900579815E-7	1.39638E+2	-5.057651963E-7	3.793246043E-7	2.178E+3	1E+0	5E+9	5.59E+2	-9.763047391E-2	9.903564897E-3	3.323319727E+0
 	0E+0	6.322057883E-7	1.12932E+2	-2.950289907E-7	5.900579815E-7	2.179E+3	1E+0	5E+9	5.6E+2	-9.733053389E-2	9.812869693E-3	3.32335929E+0
 	0E+0	5.479115889E-7	7.869E+1	8.429434081E-8	5.479115889E-7	2.18E+3	1E+0	5E+9	5.61E+2	-9.703059388E-2	9.786989647E-3	3.323349886E+0
 	0E+0	3.371767975E-7	4.7724E+1	2.107362056E-7	2.528825982E-7	2.181E+3	1E+0	5E+9	5.62E+2	-9.673065387E-2	9.825048461E-3	3.323272704E+0
 	0E+0	8.429434081E-8	4.5E+1	4.214709969E-8	4.214709969E-8	2.182E+3	1E+0	5E+9	5.63E+2	-9.643071386E-2	9.794412811E-3	3.323385882E+0
 	0E+0	2.107362056E-7	1.35E+2	-1.685883988E-7	1.264411577E-7	2.183E+3	1E+0	5E+9	5.64E+2	-9.613077385E-2	9.810627519E-3	3.323389774E+0
 	0E+0	6.743550093E-7	1.50018E+2	-6.322057883E-7	3.371767975E-7	2.184E+3	1E+0	5E+9	5.65E+2	-9.583083383E-2	9.833169405E-3	3.323261354E+0
 	0E+0	1.180117377E-6	1.5444E+2	-1.095823178E-6	5.057651963E-7	2.185E+3	1E+0	5E+9	5.66E+2	-9.553089382E-2	9.836525761E-3	3.32335021E+0
 	0E+0	4.636173895E-7	1.49532E+2	-4.214709969E-7	2.107362056E-7	2.186E+3	1E+0	5E+9	5.67E+2	-9.523095381E-2	9.822309967E-3	3.323238978E+0
 	0E+0	2.528825982E-7	7.5966E+1	4.214709969E-8	2.528825982E-7	2.187E+3	1E+0	5E+9	5.68E+2	-9.49310138E-2	9.816740652E-3	3.323427067E+0
 	0E+0	4.214709969E-7	1.68114E+2	-4.636173895E-7	8.429434081E-8	2.188E+3	1E+0	5E+9	5.69E+2	-9.463107379E-2	9.825540845E-3	3.323372586E+0
 	0E+0	5.900579815E-7	1.39638E+2	-5.057651963E-7	3.793246043E-7	2.189E+3	1E+0	5E+9	5.7E+2	-9.433113377E-2	9.815837842E-3	3.323459172E+0
 	0E+0	4.214709969E-7	1.64478E+2	-4.636173895E-7	8.429434081E-8	2.19E+3	1E+0	5E+9	5.71E+2	-9.403119376E-2	9.786318999E-3	3.323524355E+0
 	0E+0	3.371767975E-7	-1.76424E+2	-3.793246043E-7	-4.214709969E-8	2.191E+3	1E+0	5E+9	5.72E+2	-9.373125375E-2	9.777491214E-3	3.323583376E+0
 	0E+0	9.272361932E-7	1.52178E+2	-8.850883864E-7	4.214709969E-7	2.192E+3	1E+0	5E+9	5.73E+2	-9.343131374E-2	9.786983754E-3	3.3236411E+0
 	0E+0	1.306557969E-6	1.42926E+2	-1.095823178E-6	8.007956013E-7	2.193E+3	1E+0	5E+9	5.74E+2	-9.313137373E-2	9.790287837E-3	3.323558081E+0
 	0E+0	1.22226377E-6	1.62252E+2	-1.180117377E-6	3.371767975E-7	2.194E+3	1E+0	5E+9	5.75E+2	-9.283143371E-2	9.77949515E-3	3.323587916E+0
 	0E+0	9.693825858E-7	1.74558E+2	-1.011528978E-6	8.429434081E-8	2.195E+3	1E+0	5E+9	5.76E+2	-9.25314937E-2	9.742231993E-3	3.323429661E+0
 	0E+0	1.053676785E-6	1.76184E+2	-1.095823178E-6	4.214709969E-8	2.196E+3	1E+0	5E+9	5.77E+2	-9.223155369E-2	9.778492205E-3	3.323417014E+0
 	0E+0	8.850883864E-7	1.39236E+2	-7.165014019E-7	5.479115889E-7	2.197E+3	1E+0	5E+9	5.78E+2	-9.193161368E-2	9.79907698E-3	3.323511383E+0
 	0E+0	1.095823178E-6	1.30734E+2	-7.586477945E-7	8.429419939E-7	2.198E+3	1E+0	5E+9	5.79E+2	-9.163167367E-2	9.801595781E-3	3.323639803E+0
 	0E+0	1.13796957E-6	1.59042E+2	-1.13796957E-6	4.214709969E-7	2.199E+3	1E+0	5E+9	5.8E+2	-9.133173365E-2	9.746554565E-3	3.323497763E+0
 	0E+0	1.053676785E-6	1.77456E+2	-1.095823178E-6	4.214709969E-8	2.2E+3	1E+0	5E+9	5.81E+2	-9.103179364E-2	9.83327432E-3	3.323682933E+0
 	0E+0	1.053676785E-6	-1.7751E+2	-1.095823178E-6	-8.429434081E-8	2.201E+3	1E+0	5E+9	5.82E+2	-9.073185363E-2	9.74571069E-3	3.323548028E+0
 	0E+0	8.429419939E-7	1.6869E+2	-8.429419939E-7	1.264411577E-7	2.202E+3	1E+0	5E+9	5.83E+2	-9.043191362E-2	9.791824777E-3	3.323749089E+0
 	0E+0	9.272361932E-7	1.30914E+2	-6.322057883E-7	6.743550093E-7	2.203E+3	1E+0	5E+9	5.84E+2	-9.013197361E-2	9.796740448E-3	3.323765304E+0
 	0E+0	1.095823178E-6	1.18704E+2	-5.479115889E-7	9.693825858E-7	2.204E+3	1E+0	5E+9	5.85E+2	-8.983203359E-2	9.712650583E-3	3.323659584E+0
 	0E+0	9.272361932E-7	1.29984E+2	-6.322057883E-7	7.165014019E-7	2.205E+3	1E+0	5E+9	5.86E+2	-8.953209358E-2	9.839268062E-3	3.323656666E+0
 	0E+0	1.053676785E-6	1.41144E+2	-8.850883864E-7	6.743550093E-7	2.206E+3	1E+0	5E+9	5.87E+2	-8.923215357E-2	9.759497548E-3	3.323692987E+0
 	0E+0	1.095823178E-6	1.6422E+2	-1.095823178E-6	2.950289907E-7	2.207E+3	1E+0	5E+9	5.88E+2	-8.893221356E-2	9.67113914E-3	3.323838594E+0
 	0E+0	1.306557969E-6	1.73886E+2	-1.348710019E-6	1.264411577E-7	2.208E+3	1E+0	5E+9	5.89E+2	-8.863227355E-2	9.786236929E-3	3.323674502E+0
 	0E+0	1.011528978E-6	1.58682E+2	-9.693825858E-7	3.371767975E-7	2.209E+3	1E+0	5E+9	5.9E+2	-8.833233353E-2	9.771712726E-3	3.323704337E+0
 	0E+0	1.095823178E-6	1.29804E+2	-7.165014019E-7	8.429419939E-7	2.21E+3	1E+0	5E+9	5.91E+2	-8.803239352E-2	9.740444067E-3	3.323738387E+0
 	0E+0	1.13796957E-6	1.30104E+2	-7.586477945E-7	8.850883864E-7	2.211E+3	1E+0	5E+9	5.92E+2	-8.773245351E-2	9.709208746E-3	3.323722173E+0
 	0E+0	1.390856411E-6	1.37022E+2	-1.053676785E-6	9.272361932E-7	2.212E+3	1E+0	5E+9	5.93E+2	-8.74325135E-2	9.848534612E-3	3.323573647E+0
 	0E+0	1.770171116E-6	1.64682E+2	-1.728027552E-6	4.636173895E-7	2.213E+3	1E+0	5E+9	5.94E+2	-8.713257349E-2	9.825224806E-3	3.323745846E+0
 	0E+0	2.023060785E-6	1.59906E+2	-1.938759515E-6	6.743550093E-7	2.214E+3	1E+0	5E+9	5.95E+2	-8.683263347E-2	9.765152016E-3	3.323688771E+0
 	0E+0	1.685883988E-6	1.54842E+2	-1.559439153E-6	7.165014019E-7	2.215E+3	1E+0	5E+9	5.96E+2	-8.653269346E-2	9.84928093E-3	3.323626182E+0
 	0E+0	1.601596859E-6	1.42122E+2	-1.306557969E-6	9.693825858E-7	2.216E+3	1E+0	5E+9	5.97E+2	-8.623275345E-2	9.670149402E-3	3.323937827E+0
 	0E+0	2.023060785E-6	1.45764E+2	-1.728027552E-6	1.13796957E-6	2.217E+3	1E+0	5E+9	5.98E+2	-8.593281344E-2	9.651790209E-3	3.323776654E+0
 	0E+0	2.191649184E-6	1.48512E+2	-1.896615951E-6	1.13796957E-6	2.218E+3	1E+0	5E+9	5.99E+2	-8.563287343E-2	9.671794831E-3	3.323819136E+0
 	0E+0	2.107347914E-6	1.62162E+2	-2.065204349E-6	6.322057883E-7	2.219E+3	1E+0	5E+9	6E+2	-8.533293341E-2	9.817402387E-3	3.323616129E+0
 	0E+0	1.938759515E-6	1.64808E+2	-1.938759515E-6	5.057651963E-7	2.22E+3	1E+0	5E+9	6.01E+2	-8.50329934E-2	9.675012103E-3	3.32373028E+0
 	0E+0	1.643740424E-6	1.68528E+2	-1.643740424E-6	2.950289907E-7	2.221E+3	1E+0	5E+9	6.02E+2	-8.473305339E-2	9.689714908E-3	3.323816866E+0
 	0E+0	1.685883988E-6	1.62552E+2	-1.685883988E-6	5.057651963E-7	2.222E+3	1E+0	5E+9	6.03E+2	-8.443311338E-2	9.740348182E-3	3.323855781E+0
 	0E+0	1.095823178E-6	1.60428E+2	-1.095823178E-6	3.371767975E-7	2.223E+3	1E+0	5E+9	6.04E+2	-8.413317337E-2	9.724239451E-3	3.3237212E+0
 	0E+0	1.095823178E-6	1.47996E+2	-9.693825858E-7	5.479115889E-7	2.224E+3	1E+0	5E+9	6.05E+2	-8.383323335E-2	9.779501566E-3	3.323820109E+0
 	0E+0	1.475152025E-6	1.47048E+2	-1.306557969E-6	8.007956013E-7	2.225E+3	1E+0	5E+9	6.06E+2	-8.353329334E-2	9.716589708E-3	3.323960527E+0
 	0E+0	1.517295589E-6	1.53048E+2	-1.390856411E-6	6.743550093E-7	2.226E+3	1E+0	5E+9	6.07E+2	-8.323335333E-2	9.632683506E-3	3.323649207E+0
 	0E+0	1.475152025E-6	1.47048E+2	-1.306557969E-6	8.007956013E-7	2.227E+3	1E+0	5E+9	6.08E+2	-8.293341332E-2	9.690131864E-3	3.323560675E+0
 	0E+0	1.643740424E-6	1.44744E+2	-1.390856411E-6	9.272361932E-7	2.228E+3	1E+0	5E+9	6.09E+2	-8.263347331E-2	9.711698912E-3	3.323491926E+0
 	0E+0	2.275936312E-6	1.47618E+2	-1.938759515E-6	1.22226377E-6	2.229E+3	1E+0	5E+9	6.1E+2	-8.233353329E-2	9.713797744E-3	3.32378768E+0
 	0E+0	2.444524711E-6	1.49034E+2	-2.14950562E-6	1.264410162E-6	2.23E+3	1E+0	5E+9	6.11E+2	-8.203359328E-2	9.748598207E-3	3.323923234E+0
 	0E+0	2.233792748E-6	1.61568E+2	-2.14950562E-6	6.743550093E-7	2.231E+3	1E+0	5E+9	6.12E+2	-8.173365327E-2	9.731308555E-3	3.323794166E+0
 	0E+0	2.107347914E-6	1.65966E+2	-2.107347914E-6	5.057651963E-7	2.232E+3	1E+0	5E+9	6.13E+2	-8.143371326E-2	9.77246129E-3	3.32364337E+0
 	0E+0	1.938759515E-6	1.5189E+2	-1.728027552E-6	8.850883864E-7	2.233E+3	1E+0	5E+9	6.14E+2	-8.113377325E-2	9.835352153E-3	3.323612238E+0
 	0E+0	1.938759515E-6	1.31634E+2	-1.348710019E-6	1.475152025E-6	2.234E+3	1E+0	5E+9	6.15E+2	-8.083383323E-2	9.676141037E-3	3.323948853E+0
 	0E+0	2.065204349E-6	1.30464E+2	-1.390856411E-6	1.601596859E-6	2.235E+3	1E+0	5E+9	6.16E+2	-8.053389322E-2	9.707372016E-3	3.323804867E+0
 	0E+0	2.023060785E-6	1.33602E+2	-1.433008461E-6	1.475152025E-6	2.236E+3	1E+0	5E+9	6.17E+2	-8.023395321E-2	9.672763348E-3	3.323794814E+0
 	0E+0	1.770171116E-6	1.38744E+2	-1.348710019E-6	1.13796957E-6	2.237E+3	1E+0	5E+9	6.18E+2	-7.99340132E-2	9.784994999E-3	3.323965716E+0
 	0E+0	2.14950562E-6	1.5204E+2	-1.938759515E-6	1.011528978E-6	2.238E+3	1E+0	5E+9	6.19E+2	-7.963407319E-2	9.714127867E-3	3.323844431E+0
 	0E+0	2.318094019E-6	1.59918E+2	-2.233792748E-6	8.007956013E-7	2.239E+3	1E+0	5E+9	6.2E+2	-7.933413317E-2	9.661017919E-3	3.323912532E+0
 	0E+0	2.486668275E-6	1.62936E+2	-2.402381147E-6	7.165014019E-7	2.24E+3	1E+0	5E+9	6.21E+2	-7.903419316E-2	9.727132481E-3	3.323837945E+0
 	0E+0	2.318094019E-6	1.59378E+2	-2.233792748E-6	8.007956013E-7	2.241E+3	1E+0	5E+9	6.22E+2	-7.873425315E-2	9.742206757E-3	3.323902155E+0
 	0E+0	2.191649184E-6	1.57854E+2	-2.065204349E-6	8.007956013E-7	2.242E+3	1E+0	5E+9	6.23E+2	-7.843431314E-2	9.696318305E-3	3.323823676E+0
 	0E+0	1.938759515E-6	1.57434E+2	-1.854472386E-6	7.165014019E-7	2.243E+3	1E+0	5E+9	6.24E+2	-7.813437313E-2	9.74891076E-3	3.323861943E+0
